row.names,value,nme,method,time
10515,  63084,dst gw3,obs,(12/25/98 20:49:59)
10516,    516,dst gw-others,obs,(12/25/98 20:49:59)
10543,  38268,ori router5,obs,(12/25/98 20:54:59)
10544,  45876,ori r4-local,obs,(12/25/98 20:54:59)
10545,  17415,ori switch,obs,(12/25/98 20:54:59)
10546,   5534,ori r4-others,obs,(12/25/98 20:54:59)
10547,  23461,ori gw1,obs,(12/25/98 20:54:59)
10548,  41132,ori gw2,obs,(12/25/98 20:54:59)
10549,  64657,ori gw3,obs,(12/25/98 20:54:59)
10550,   3342,ori gw-others,obs,(12/25/98 20:54:59)
10551,  14640,dst router5,obs,(12/25/98 20:54:59)
10552,  54613,dst r4-local,obs,(12/25/98 20:54:59)
10553,  43450,dst switch,obs,(12/25/98 20:54:59)
10554,  15573,dst r4-others,obs,(12/25/98 20:54:59)
10555,  51624,dst gw1,obs,(12/25/98 20:54:59)
10556,  22970,dst gw2,obs,(12/25/98 20:54:59)
10557,  36439,dst gw3,obs,(12/25/98 20:54:59)
10558,    377,dst gw-others,obs,(12/25/98 20:54:59)
10585,  42695,ori router5,obs,(12/25/98 21:00:00)
10586,  46478,ori r4-local,obs,(12/25/98 21:00:00)
10587,  10840,ori switch,obs,(12/25/98 21:00:00)
10588,   6029,ori r4-others,obs,(12/25/98 21:00:00)
10589,  27751,ori gw1,obs,(12/25/98 21:00:00)
10590,  50365,ori gw2,obs,(12/25/98 21:00:00)
10591,  98663,ori gw3,obs,(12/25/98 21:00:00)
10592,   3471,ori gw-others,obs,(12/25/98 21:00:00)
10593,  17158,dst router5,obs,(12/25/98 21:00:00)
10594,  54265,dst r4-local,obs,(12/25/98 21:00:00)
10595,  52430,dst switch,obs,(12/25/98 21:00:00)
10596,  15768,dst r4-others,obs,(12/25/98 21:00:00)
10597,  61093,dst gw1,obs,(12/25/98 21:00:00)
10598,  27350,dst gw2,obs,(12/25/98 21:00:00)
10599,  57595,dst gw3,obs,(12/25/98 21:00:00)
10600,    604,dst gw-others,obs,(12/25/98 21:00:00)
10627,  40666,ori router5,obs,(12/25/98 21:05:00)
10628,  44488,ori r4-local,obs,(12/25/98 21:05:00)
10629,  14368,ori switch,obs,(12/25/98 21:05:00)
10630,   5870,ori r4-others,obs,(12/25/98 21:05:00)
10631,  22363,ori gw1,obs,(12/25/98 21:05:00)
10632,  50387,ori gw2,obs,(12/25/98 21:05:00)
10633,  72554,ori gw3,obs,(12/25/98 21:05:00)
10634,   5140,ori gw-others,obs,(12/25/98 21:05:00)
10635,  13247,dst router5,obs,(12/25/98 21:05:00)
10636,  44991,dst r4-local,obs,(12/25/98 21:05:00)
10637,  54942,dst switch,obs,(12/25/98 21:05:00)
10638,  17498,dst r4-others,obs,(12/25/98 21:05:00)
10639,  54905,dst gw1,obs,(12/25/98 21:05:00)
10640,  23383,dst gw2,obs,(12/25/98 21:05:00)
10641,  46073,dst gw3,obs,(12/25/98 21:05:00)
10642,    798,dst gw-others,obs,(12/25/98 21:05:00)
10669,  39338,ori router5,obs,(12/25/98 21:10:00)
10670,  39627,ori r4-local,obs,(12/25/98 21:10:00)
10671,   9760,ori switch,obs,(12/25/98 21:10:00)
10672,   5417,ori r4-others,obs,(12/25/98 21:10:00)
10673,  19271,ori gw1,obs,(12/25/98 21:10:00)
10674,  62137,ori gw2,obs,(12/25/98 21:10:00)
10675,  68275,ori gw3,obs,(12/25/98 21:10:00)
10676,   5177,ori gw-others,obs,(12/25/98 21:10:00)
10677,  13960,dst router5,obs,(12/25/98 21:10:00)
10678,  42360,dst r4-local,obs,(12/25/98 21:10:00)
10679,  49768,dst switch,obs,(12/25/98 21:10:00)
10680,  14909,dst r4-others,obs,(12/25/98 21:10:00)
10681,  52945,dst gw1,obs,(12/25/98 21:10:00)
10682,  25107,dst gw2,obs,(12/25/98 21:10:00)
10683,  49305,dst gw3,obs,(12/25/98 21:10:00)
10684,    643,dst gw-others,obs,(12/25/98 21:10:00)
10711,  39325,ori router5,obs,(12/25/98 21:14:59)
10712,  39578,ori r4-local,obs,(12/25/98 21:14:59)
10713,   9714,ori switch,obs,(12/25/98 21:14:59)
10714,   5415,ori r4-others,obs,(12/25/98 21:14:59)
10715,  19255,ori gw1,obs,(12/25/98 21:14:59)
10716,  62224,ori gw2,obs,(12/25/98 21:14:59)
10717,  68259,ori gw3,obs,(12/25/98 21:14:59)
10718,   5180,ori gw-others,obs,(12/25/98 21:14:59)
10719,  13968,dst router5,obs,(12/25/98 21:14:59)
10720,  42334,dst r4-local,obs,(12/25/98 21:14:59)
10721,  49716,dst switch,obs,(12/25/98 21:14:59)
10722,  14893,dst r4-others,obs,(12/25/98 21:14:59)
10723,  52937,dst gw1,obs,(12/25/98 21:14:59)
10724,  25122,dst gw2,obs,(12/25/98 21:14:59)
10725,  49333,dst gw3,obs,(12/25/98 21:14:59)
10726,    642,dst gw-others,obs,(12/25/98 21:14:59)
10753,  40509,ori router5,obs,(12/25/98 21:19:59)
10754,  34891,ori r4-local,obs,(12/25/98 21:19:59)
10755,  10090,ori switch,obs,(12/25/98 21:19:59)
10756,   9369,ori r4-others,obs,(12/25/98 21:19:59)
10757,  24099,ori gw1,obs,(12/25/98 21:19:59)
10758,  90674,ori gw2,obs,(12/25/98 21:19:59)
10759,  70042,ori gw3,obs,(12/25/98 21:19:59)
10760,   3976,ori gw-others,obs,(12/25/98 21:19:59)
10761,  15377,dst router5,obs,(12/25/98 21:19:59)
10762,  47367,dst r4-local,obs,(12/25/98 21:19:59)
10763,  57724,dst switch,obs,(12/25/98 21:19:59)
10764,  20837,dst r4-others,obs,(12/25/98 21:19:59)
10765,  68642,dst gw1,obs,(12/25/98 21:19:59)
10766,  26278,dst gw2,obs,(12/25/98 21:19:59)
10767,  46771,dst gw3,obs,(12/25/98 21:19:59)
10768,    653,dst gw-others,obs,(12/25/98 21:19:59)
10795,  41312,ori router5,obs,(12/25/98 21:25:00)
10796,  36597,ori r4-local,obs,(12/25/98 21:25:00)
10797,   9153,ori switch,obs,(12/25/98 21:25:00)
10798,  12205,ori r4-others,obs,(12/25/98 21:25:00)
10799,  22042,ori gw1,obs,(12/25/98 21:25:00)
10800,  55737,ori gw2,obs,(12/25/98 21:25:00)
10801,  67091,ori gw3,obs,(12/25/98 21:25:00)
10802,   4334,ori gw-others,obs,(12/25/98 21:25:00)
10803,  11825,dst router5,obs,(12/25/98 21:25:00)
10804,  42358,dst r4-local,obs,(12/25/98 21:25:00)
10805,  45634,dst switch,obs,(12/25/98 21:25:00)
10806,  21930,dst r4-others,obs,(12/25/98 21:25:00)
10807,  55076,dst gw1,obs,(12/25/98 21:25:00)
10808,  22571,dst gw2,obs,(12/25/98 21:25:00)
10809,  48494,dst gw3,obs,(12/25/98 21:25:00)
10810,    574,dst gw-others,obs,(12/25/98 21:25:00)
10837,  39154,ori router5,obs,(12/25/98 21:30:00)
10838,  41082,ori r4-local,obs,(12/25/98 21:30:00)
10839,  13473,ori switch,obs,(12/25/98 21:30:00)
10840,  10135,ori r4-others,obs,(12/25/98 21:30:00)
10841,  18606,ori gw1,obs,(12/25/98 21:30:00)
10842,  46388,ori gw2,obs,(12/25/98 21:30:00)
10843,  72550,ori gw3,obs,(12/25/98 21:30:00)
10844,   7667,ori gw-others,obs,(12/25/98 21:30:00)
10845,  12503,dst router5,obs,(12/25/98 21:30:00)
10846,  47858,dst r4-local,obs,(12/25/98 21:30:00)
10847,  55133,dst switch,obs,(12/25/98 21:30:00)
10848,  18077,dst r4-others,obs,(12/25/98 21:30:00)
10849,  62984,dst gw1,obs,(12/25/98 21:30:00)
10850,  19391,dst gw2,obs,(12/25/98 21:30:00)
10851,  32339,dst gw3,obs,(12/25/98 21:30:00)
10852,    770,dst gw-others,obs,(12/25/98 21:30:00)
10879,  42449,ori router5,obs,(12/25/98 21:34:59)
10880,  43071,ori r4-local,obs,(12/25/98 21:34:59)
10881,  10283,ori switch,obs,(12/25/98 21:34:59)
10882,   9958,ori r4-others,obs,(12/25/98 21:34:59)
10883,  29296,ori gw1,obs,(12/25/98 21:34:59)
10884,  48333,ori gw2,obs,(12/25/98 21:34:59)
10885,  95956,ori gw3,obs,(12/25/98 21:34:59)
10886,  19262,ori gw-others,obs,(12/25/98 21:34:59)
10887,  13838,dst router5,obs,(12/25/98 21:34:59)
10888,  46148,dst r4-local,obs,(12/25/98 21:34:59)
10889,  54777,dst switch,obs,(12/25/98 21:34:59)
10890,  19251,dst r4-others,obs,(12/25/98 21:34:59)
10891,  80406,dst gw1,obs,(12/25/98 21:34:59)
10892,  34466,dst gw2,obs,(12/25/98 21:34:59)
10893,  48500,dst gw3,obs,(12/25/98 21:34:59)
10894,   1260,dst gw-others,obs,(12/25/98 21:34:59)
10921,  40404,ori router5,obs,(12/25/98 21:39:59)
10922,  42500,ori r4-local,obs,(12/25/98 21:39:59)
10923,  12923,ori switch,obs,(12/25/98 21:39:59)
10924,   9534,ori r4-others,obs,(12/25/98 21:39:59)
10925,  26786,ori gw1,obs,(12/25/98 21:39:59)
10926,  59038,ori gw2,obs,(12/25/98 21:39:59)
10927,  94713,ori gw3,obs,(12/25/98 21:39:59)
10928,  13740,ori gw-others,obs,(12/25/98 21:39:59)
10929,  14394,dst router5,obs,(12/25/98 21:39:59)
10930,  46779,dst r4-local,obs,(12/25/98 21:39:59)
10931,  62565,dst switch,obs,(12/25/98 21:39:59)
10932,  17777,dst r4-others,obs,(12/25/98 21:39:59)
10933,  70151,dst gw1,obs,(12/25/98 21:39:59)
10934,  27849,dst gw2,obs,(12/25/98 21:39:59)
10935,  58648,dst gw3,obs,(12/25/98 21:39:59)
10936,   1478,dst gw-others,obs,(12/25/98 21:39:59)
10963,  39453,ori router5,obs,(12/25/98 21:45:00)
10964,  50941,ori r4-local,obs,(12/25/98 21:45:00)
10965,  10818,ori switch,obs,(12/25/98 21:45:00)
10966,   6766,ori r4-others,obs,(12/25/98 21:45:00)
10967,  29330,ori gw1,obs,(12/25/98 21:45:00)
10968,  59718,ori gw2,obs,(12/25/98 21:45:00)
10969,  78804,ori gw3,obs,(12/25/98 21:45:00)
10970,  12144,ori gw-others,obs,(12/25/98 21:45:00)
10971,  13888,dst router5,obs,(12/25/98 21:45:00)
10972,  48728,dst r4-local,obs,(12/25/98 21:45:00)
10973,  60457,dst switch,obs,(12/25/98 21:45:00)
10974,  15060,dst r4-others,obs,(12/25/98 21:45:00)
10975,  59605,dst gw1,obs,(12/25/98 21:45:00)
10976,  22195,dst gw2,obs,(12/25/98 21:45:00)
10977,  66725,dst gw3,obs,(12/25/98 21:45:00)
10978,   1311,dst gw-others,obs,(12/25/98 21:45:00)
11005,  44096,ori router5,obs,(12/25/98 21:50:00)
11006,  37131,ori r4-local,obs,(12/25/98 21:50:00)
11007,   8860,ori switch,obs,(12/25/98 21:50:00)
11008,  10179,ori r4-others,obs,(12/25/98 21:50:00)
11009,  25302,ori gw1,obs,(12/25/98 21:50:00)
11010,  68289,ori gw2,obs,(12/25/98 21:50:00)
11011,  79463,ori gw3,obs,(12/25/98 21:50:00)
11012,  12075,ori gw-others,obs,(12/25/98 21:50:00)
11013,  12071,dst router5,obs,(12/25/98 21:50:00)
11014,  43412,dst r4-local,obs,(12/25/98 21:50:00)
11015,  61865,dst switch,obs,(12/25/98 21:50:00)
11016,  17894,dst r4-others,obs,(12/25/98 21:50:00)
11017,  66916,dst gw1,obs,(12/25/98 21:50:00)
11018,  22666,dst gw2,obs,(12/25/98 21:50:00)
11019,  59217,dst gw3,obs,(12/25/98 21:50:00)
11020,   1352,dst gw-others,obs,(12/25/98 21:50:00)
11047,  37986,ori router5,obs,(12/25/98 21:55:00)
11048,  42076,ori r4-local,obs,(12/25/98 21:55:00)
11049,  14963,ori switch,obs,(12/25/98 21:55:00)
11050,   7425,ori r4-others,obs,(12/25/98 21:55:00)
11051,  28004,ori gw1,obs,(12/25/98 21:55:00)
11052,  94450,ori gw2,obs,(12/25/98 21:55:00)
11053,  81805,ori gw3,obs,(12/25/98 21:55:00)
11054,  13931,ori gw-others,obs,(12/25/98 21:55:00)
11055,  13529,dst router5,obs,(12/25/98 21:55:00)
11056,  54780,dst r4-local,obs,(12/25/98 21:55:00)
11057,  47950,dst switch,obs,(12/25/98 21:55:00)
11058,  18232,dst r4-others,obs,(12/25/98 21:55:00)
11059,  79337,dst gw1,obs,(12/25/98 21:55:00)
11060,  26221,dst gw2,obs,(12/25/98 21:55:00)
11061,  79633,dst gw3,obs,(12/25/98 21:55:00)
11062,    925,dst gw-others,obs,(12/25/98 21:55:00)
11089,  41761,ori router5,obs,(12/25/98 21:59:59)
11090,  40293,ori r4-local,obs,(12/25/98 21:59:59)
11091,  10749,ori switch,obs,(12/25/98 21:59:59)
11092,   6447,ori r4-others,obs,(12/25/98 21:59:59)
11093,  28931,ori gw1,obs,(12/25/98 21:59:59)
11094,  56671,ori gw2,obs,(12/25/98 21:59:59)
11095,  72225,ori gw3,obs,(12/25/98 21:59:59)
11096,   6837,ori gw-others,obs,(12/25/98 21:59:59)
11097,  10992,dst router5,obs,(12/25/98 21:59:59)
11098,  47246,dst r4-local,obs,(12/25/98 21:59:59)
11099,  55664,dst switch,obs,(12/25/98 21:59:59)
11100,  18588,dst r4-others,obs,(12/25/98 21:59:59)
11101,  52636,dst gw1,obs,(12/25/98 21:59:59)
11102,  25351,dst gw2,obs,(12/25/98 21:59:59)
11103,  52880,dst gw3,obs,(12/25/98 21:59:59)
11104,    550,dst gw-others,obs,(12/25/98 21:59:59)
11131,  40464,ori router5,obs,(12/25/98 22:04:59)
11132,  60428,ori r4-local,obs,(12/25/98 22:04:59)
11133,  13753,ori switch,obs,(12/25/98 22:04:59)
11134,   6079,ori r4-others,obs,(12/25/98 22:04:59)
11135,  25452,ori gw1,obs,(12/25/98 22:04:59)
11136,  56262,ori gw2,obs,(12/25/98 22:04:59)
11137,  77308,ori gw3,obs,(12/25/98 22:04:59)
11138,   5194,ori gw-others,obs,(12/25/98 22:04:59)
11139,  14644,dst router5,obs,(12/25/98 22:04:59)
11140,  57172,dst r4-local,obs,(12/25/98 22:04:59)
11141,  69350,dst switch,obs,(12/25/98 22:04:59)
11142,  13186,dst r4-others,obs,(12/25/98 22:04:59)
11143,  62619,dst gw1,obs,(12/25/98 22:04:59)
11144,  21227,dst gw2,obs,(12/25/98 22:04:59)
11145,  46247,dst gw3,obs,(12/25/98 22:04:59)
11146,    498,dst gw-others,obs,(12/25/98 22:04:59)
11173,  38393,ori router5,obs,(12/25/98 22:10:00)
11174,  50600,ori r4-local,obs,(12/25/98 22:10:00)
11175,  19618,ori switch,obs,(12/25/98 22:10:00)
11176,   6292,ori r4-others,obs,(12/25/98 22:10:00)
11177,  29093,ori gw1,obs,(12/25/98 22:10:00)
11178,  56436,ori gw2,obs,(12/25/98 22:10:00)
11179,  86333,ori gw3,obs,(12/25/98 22:10:00)
11180,   7494,ori gw-others,obs,(12/25/98 22:10:00)
11181,  12210,dst router5,obs,(12/25/98 22:10:00)
11182,  51892,dst r4-local,obs,(12/25/98 22:10:00)
11183,  65287,dst switch,obs,(12/25/98 22:10:00)
11184,  12752,dst r4-others,obs,(12/25/98 22:10:00)
11185,  77594,dst gw1,obs,(12/25/98 22:10:00)
11186,  22378,dst gw2,obs,(12/25/98 22:10:00)
11187,  51557,dst gw3,obs,(12/25/98 22:10:00)
11188,    633,dst gw-others,obs,(12/25/98 22:10:00)
11215,  38379,ori router5,obs,(12/25/98 22:15:00)
11216,  50516,ori r4-local,obs,(12/25/98 22:15:00)
11217,  19677,ori switch,obs,(12/25/98 22:15:00)
11218,   6295,ori r4-others,obs,(12/25/98 22:15:00)
11219,  29112,ori gw1,obs,(12/25/98 22:15:00)
11220,  56428,ori gw2,obs,(12/25/98 22:15:00)
11221,  86377,ori gw3,obs,(12/25/98 22:15:00)
11222,   7510,ori gw-others,obs,(12/25/98 22:15:00)
11223,  12194,dst router5,obs,(12/25/98 22:15:00)
11224,  51838,dst r4-local,obs,(12/25/98 22:15:00)
11225,  65245,dst switch,obs,(12/25/98 22:15:00)
11226,  12750,dst r4-others,obs,(12/25/98 22:15:00)
11227,  77694,dst gw1,obs,(12/25/98 22:15:00)
11228,  22386,dst gw2,obs,(12/25/98 22:15:00)
11229,  51593,dst gw3,obs,(12/25/98 22:15:00)
11230,    635,dst gw-others,obs,(12/25/98 22:15:00)
11257,  37984,ori router5,obs,(12/25/98 22:19:59)
11258,  61925,ori r4-local,obs,(12/25/98 22:19:59)
11259,  11895,ori switch,obs,(12/25/98 22:19:59)
11260,   4820,ori r4-others,obs,(12/25/98 22:19:59)
11261,  31241,ori gw1,obs,(12/25/98 22:19:59)
11262,  45256,ori gw2,obs,(12/25/98 22:19:59)
11263,  77024,ori gw3,obs,(12/25/98 22:19:59)
11264,   6626,ori gw-others,obs,(12/25/98 22:19:59)
11265,   9625,dst router5,obs,(12/25/98 22:19:59)
11266,  60927,dst r4-local,obs,(12/25/98 22:19:59)
11267,  55741,dst switch,obs,(12/25/98 22:19:59)
11268,  13174,dst r4-others,obs,(12/25/98 22:19:59)
11269,  63625,dst gw1,obs,(12/25/98 22:19:59)
11270,  15263,dst gw2,obs,(12/25/98 22:19:59)
11271,  57306,dst gw3,obs,(12/25/98 22:19:59)
11272,   1110,dst gw-others,obs,(12/25/98 22:19:59)
11299,  43527,ori router5,obs,(12/25/98 22:24:59)
11300,  30220,ori r4-local,obs,(12/25/98 22:24:59)
11301,  11424,ori switch,obs,(12/25/98 22:24:59)
11302,   6677,ori r4-others,obs,(12/25/98 22:24:59)
11303,  29509,ori gw1,obs,(12/25/98 22:24:59)
11304,  45239,ori gw2,obs,(12/25/98 22:24:59)
11305,  68005,ori gw3,obs,(12/25/98 22:24:59)
11306,   6956,ori gw-others,obs,(12/25/98 22:24:59)
11307,  14394,dst router5,obs,(12/25/98 22:24:59)
11308,  37618,dst r4-local,obs,(12/25/98 22:24:59)
11309,  50096,dst switch,obs,(12/25/98 22:24:59)
11310,  15896,dst r4-others,obs,(12/25/98 22:24:59)
11311,  54429,dst gw1,obs,(12/25/98 22:24:59)
11312,  18920,dst gw2,obs,(12/25/98 22:24:59)
11313,  49463,dst gw3,obs,(12/25/98 22:24:59)
11314,    741,dst gw-others,obs,(12/25/98 22:24:59)
11341,  38603,ori router5,obs,(12/25/98 22:30:00)
11342,  30165,ori r4-local,obs,(12/25/98 22:30:00)
11343,  13045,ori switch,obs,(12/25/98 22:30:00)
11344,   7365,ori r4-others,obs,(12/25/98 22:30:00)
11345,  27202,ori gw1,obs,(12/25/98 22:30:00)
11346,  44717,ori gw2,obs,(12/25/98 22:30:00)
11347,  71510,ori gw3,obs,(12/25/98 22:30:00)
11348,   7447,ori gw-others,obs,(12/25/98 22:30:00)
11349,  13737,dst router5,obs,(12/25/98 22:30:00)
11350,  38693,dst r4-local,obs,(12/25/98 22:30:00)
11351,  52671,dst switch,obs,(12/25/98 22:30:00)
11352,  15099,dst r4-others,obs,(12/25/98 22:30:00)
11353,  48553,dst gw1,obs,(12/25/98 22:30:00)
11354,  19151,dst gw2,obs,(12/25/98 22:30:00)
11355,  51574,dst gw3,obs,(12/25/98 22:30:00)
11356,    570,dst gw-others,obs,(12/25/98 22:30:00)
11383,  42229,ori router5,obs,(12/25/98 22:35:00)
11384,  48276,ori r4-local,obs,(12/25/98 22:35:00)
11385,  17204,ori switch,obs,(12/25/98 22:35:00)
11386,   6412,ori r4-others,obs,(12/25/98 22:35:00)
11387,  28115,ori gw1,obs,(12/25/98 22:35:00)
11388,  51169,ori gw2,obs,(12/25/98 22:35:00)
11389,  86881,ori gw3,obs,(12/25/98 22:35:00)
11390,   4989,ori gw-others,obs,(12/25/98 22:35:00)
11391,  14132,dst router5,obs,(12/25/98 22:35:00)
11392,  51819,dst r4-local,obs,(12/25/98 22:35:00)
11393,  69630,dst switch,obs,(12/25/98 22:35:00)
11394,  15569,dst r4-others,obs,(12/25/98 22:35:00)
11395,  58837,dst gw1,obs,(12/25/98 22:35:00)
11396,  24308,dst gw2,obs,(12/25/98 22:35:00)
11397,  50585,dst gw3,obs,(12/25/98 22:35:00)
11398,    390,dst gw-others,obs,(12/25/98 22:35:00)
11425,  40367,ori router5,obs,(12/25/98 22:40:00)
11426,  38563,ori r4-local,obs,(12/25/98 22:40:00)
11427,   9703,ori switch,obs,(12/25/98 22:40:00)
11428,   7350,ori r4-others,obs,(12/25/98 22:40:00)
11429,  35694,ori gw1,obs,(12/25/98 22:40:00)
11430,  52349,ori gw2,obs,(12/25/98 22:40:00)
11431,  93889,ori gw3,obs,(12/25/98 22:40:00)
11432,   9310,ori gw-others,obs,(12/25/98 22:40:00)
11433,  14742,dst router5,obs,(12/25/98 22:40:00)
11434,  44946,dst r4-local,obs,(12/25/98 22:40:00)
11435,  52583,dst switch,obs,(12/25/98 22:40:00)
11436,  13069,dst r4-others,obs,(12/25/98 22:40:00)
11437,  74218,dst gw1,obs,(12/25/98 22:40:00)
11438,  28698,dst gw2,obs,(12/25/98 22:40:00)
11439,  58112,dst gw3,obs,(12/25/98 22:40:00)
11440,    858,dst gw-others,obs,(12/25/98 22:40:00)
11467,  40615,ori router5,obs,(12/25/98 22:44:59)
11468,  49491,ori r4-local,obs,(12/25/98 22:44:59)
11469,  10352,ori switch,obs,(12/25/98 22:44:59)
11470,   9137,ori r4-others,obs,(12/25/98 22:44:59)
11471,  29455,ori gw1,obs,(12/25/98 22:44:59)
11472,  49519,ori gw2,obs,(12/25/98 22:44:59)
11473,  93360,ori gw3,obs,(12/25/98 22:44:59)
11474,   7560,ori gw-others,obs,(12/25/98 22:44:59)
11475,  16983,dst router5,obs,(12/25/98 22:44:59)
11476,  44382,dst r4-local,obs,(12/25/98 22:44:59)
11477,  60222,dst switch,obs,(12/25/98 22:44:59)
11478,  17236,dst r4-others,obs,(12/25/98 22:44:59)
11479,  78336,dst gw1,obs,(12/25/98 22:44:59)
11480,  27180,dst gw2,obs,(12/25/98 22:44:59)
11481,  44647,dst gw3,obs,(12/25/98 22:44:59)
11482,    502,dst gw-others,obs,(12/25/98 22:44:59)
11509,  42635,ori router5,obs,(12/25/98 22:49:59)
11510,  56337,ori r4-local,obs,(12/25/98 22:49:59)
11511,  13069,ori switch,obs,(12/25/98 22:49:59)
11512,   6193,ori r4-others,obs,(12/25/98 22:49:59)
11513,  24116,ori gw1,obs,(12/25/98 22:49:59)
11514,  47459,ori gw2,obs,(12/25/98 22:49:59)
11515,  90147,ori gw3,obs,(12/25/98 22:49:59)
11516,   6478,ori gw-others,obs,(12/25/98 22:49:59)
11517,  13507,dst router5,obs,(12/25/98 22:49:59)
11518,  61988,dst r4-local,obs,(12/25/98 22:49:59)
11519,  55162,dst switch,obs,(12/25/98 22:49:59)
11520,  16031,dst r4-others,obs,(12/25/98 22:49:59)
11521,  74343,dst gw1,obs,(12/25/98 22:49:59)
11522,  22784,dst gw2,obs,(12/25/98 22:49:59)
11523,  41939,dst gw3,obs,(12/25/98 22:49:59)
11524,    681,dst gw-others,obs,(12/25/98 22:49:59)
11551,  40575,ori router5,obs,(12/25/98 22:55:00)
11552,  51804,ori r4-local,obs,(12/25/98 22:55:00)
11553,  17233,ori switch,obs,(12/25/98 22:55:00)
11554,   6152,ori r4-others,obs,(12/25/98 22:55:00)
11555,  18145,ori gw1,obs,(12/25/98 22:55:00)
11556,  54572,ori gw2,obs,(12/25/98 22:55:00)
11557,  71016,ori gw3,obs,(12/25/98 22:55:00)
11558,   1861,ori gw-others,obs,(12/25/98 22:55:00)
11559,  12701,dst router5,obs,(12/25/98 22:55:00)
11560,  61753,dst r4-local,obs,(12/25/98 22:55:00)
11561,  51660,dst switch,obs,(12/25/98 22:55:00)
11562,  18145,dst r4-others,obs,(12/25/98 22:55:00)
11563,  53598,dst gw1,obs,(12/25/98 22:55:00)
11564,  28331,dst gw2,obs,(12/25/98 22:55:00)
11565,  34815,dst gw3,obs,(12/25/98 22:55:00)
11566,    378,dst gw-others,obs,(12/25/98 22:55:00)
11593,  42468,ori router5,obs,(12/25/98 23:00:00)
11594,  33981,ori r4-local,obs,(12/25/98 23:00:00)
11595,  10417,ori switch,obs,(12/25/98 23:00:00)
11596,   5282,ori r4-others,obs,(12/25/98 23:00:00)
11597,  24966,ori gw1,obs,(12/25/98 23:00:00)
11598,  53702,ori gw2,obs,(12/25/98 23:00:00)
11599,  63212,ori gw3,obs,(12/25/98 23:00:00)
11600,   1445,ori gw-others,obs,(12/25/98 23:00:00)
11601,  16653,dst router5,obs,(12/25/98 23:00:00)
11602,  40003,dst r4-local,obs,(12/25/98 23:00:00)
11603,  51043,dst switch,obs,(12/25/98 23:00:00)
11604,  15053,dst r4-others,obs,(12/25/98 23:00:00)
11605,  45649,dst gw1,obs,(12/25/98 23:00:00)
11606,  28527,dst gw2,obs,(12/25/98 23:00:00)
11607,  38247,dst gw3,obs,(12/25/98 23:00:00)
11608,    331,dst gw-others,obs,(12/25/98 23:00:00)
11635,  39266,ori router5,obs,(12/25/98 23:04:59)
11636,  38597,ori r4-local,obs,(12/25/98 23:04:59)
11637,  10725,ori switch,obs,(12/25/98 23:04:59)
11638,   6147,ori r4-others,obs,(12/25/98 23:04:59)
11639,  30759,ori gw1,obs,(12/25/98 23:04:59)
11640,  49231,ori gw2,obs,(12/25/98 23:04:59)
11641,  88156,ori gw3,obs,(12/25/98 23:04:59)
11642,   1625,ori gw-others,obs,(12/25/98 23:04:59)
11643,  14466,dst router5,obs,(12/25/98 23:04:59)
11644,  40582,dst r4-local,obs,(12/25/98 23:04:59)
11645,  51529,dst switch,obs,(12/25/98 23:04:59)
11646,  15082,dst r4-others,obs,(12/25/98 23:04:59)
11647,  69565,dst gw1,obs,(12/25/98 23:04:59)
11648,  25707,dst gw2,obs,(12/25/98 23:04:59)
11649,  47073,dst gw3,obs,(12/25/98 23:04:59)
11650,    491,dst gw-others,obs,(12/25/98 23:04:59)
11677,  40446,ori router5,obs,(12/25/98 23:09:59)
11678,  49151,ori r4-local,obs,(12/25/98 23:09:59)
11679,   9437,ori switch,obs,(12/25/98 23:09:59)
11680,   6120,ori r4-others,obs,(12/25/98 23:09:59)
11681,  29589,ori gw1,obs,(12/25/98 23:09:59)
11682,  25758,ori gw2,obs,(12/25/98 23:09:59)
11683,  97633,ori gw3,obs,(12/25/98 23:09:59)
11684,   1812,ori gw-others,obs,(12/25/98 23:09:59)
11685,  14446,dst router5,obs,(12/25/98 23:09:59)
11686,  49686,dst r4-local,obs,(12/25/98 23:09:59)
11687,  35771,dst switch,obs,(12/25/98 23:09:59)
11688,  13978,dst r4-others,obs,(12/25/98 23:09:59)
11689,  78760,dst gw1,obs,(12/25/98 23:09:59)
11690,  25167,dst gw2,obs,(12/25/98 23:09:59)
11691,  41577,dst gw3,obs,(12/25/98 23:09:59)
11692,    563,dst gw-others,obs,(12/25/98 23:09:59)
11719,  40499,ori router5,obs,(12/25/98 23:15:00)
11720,  49309,ori r4-local,obs,(12/25/98 23:15:00)
11721,   9434,ori switch,obs,(12/25/98 23:15:00)
11722,   6128,ori r4-others,obs,(12/25/98 23:15:00)
11723,  29564,ori gw1,obs,(12/25/98 23:15:00)
11724,  25590,ori gw2,obs,(12/25/98 23:15:00)
11725,  97663,ori gw3,obs,(12/25/98 23:15:00)
11726,   1815,ori gw-others,obs,(12/25/98 23:15:00)
11727,  14448,dst router5,obs,(12/25/98 23:15:00)
